4441	Por	ANDRENACCI	Genoa	1
318	Por	MARCHETTI	Genoa	1
1889	Por	CORDAZ	Inter	1
1843	Por	RADU I.	Inter	1
218	Por	PERIN	Juventus	1
1930	Por	PINSOGLIO	Juventus	1
1934	Por	STRAKOSHA	Lazio	1
2091	Por	PLIZZARI	Milan	1
160	Por	TATARUSANU	Milan	1
2468	Por	OSPINA	Napoli	1
5304	Por	BOER	Roma	1
2781	Por	FUZATO	Roma	1
2134	Por	FALCONE	Sampdoria	1
4977	Por	RAVAGLIA	Sampdoria	1
510	Por	PEGOLO	Sassuolo	1
4981	Por	KRAPIKAS	Spezia	1
2814	Por	PROVEDEL	Spezia	1
316	Por	BERISHA	Torino	1
4525	Por	GEMELLO	Torino	1
543	Por	PADELLI	Udinese	1
574	Por	SCUFFET	Udinese	1
5478	Por	MAENPAA	Venezia	1
4491	Por	BERARDI A.	Verona	1
4996	Por	PANDUR	Verona	1
5502	Por	ADAMONIS	Lazio	1
1947	Por	FIORILLO	Salernitana	1
2861	Por	SEMPER	Genoa	1
5518	Por	MARFELLA	Napoli	1
2127	Por	SATALINO	Sassuolo	1
5521	Por	BERTINATO	Venezia	1
2750	Pc	MRAZ	Spezia	1
5458	Pc	MUNTEANU	Fiorentina	1
5459	Pc	BUKSA	Genoa	1
5472	Pc	KRISTOFFERSEN	Salernitana	1
5493	Pc	BOCALON	Venezia	1
5512	Pc	DE LUCA	Sampdoria	1
5523	Pc	BIANCHI F.	Genoa	1
4935	M;C	LADINETTI	Cagliari	1
5452	M;C	DAMIANI	Empoli	1
5470	M;C	SCHIAVONE	Salernitana	1
5516	M;C	BIANCO	Fiorentina	1
5519	M;C	SHER	Spezia	1
5489	M	PECILE	Venezia	1
5508	M	VACCA	Venezia	1
5517	M	YEPES	Sampdoria	1
5354	Ds;E	RUGGERI	Salernitana	1
5461	Ds;E	KAMENOVIC	Lazio	1
5316	Ds;Dc	AMIONE	Verona	1
5503	Dd;E	KECHRIDA	Salernitana	1
5520	Dd;Ds;E	CAMBIASO	Genoa	1
5473	Dd;Dc	KAIQUE ROCHA	Sampdoria	1
5445	Dc	BINKS	Bologna	1
5365	Dc	DRAGUSIN	Juventus	1
4401	Dc	GABBIA	Milan	1
2279	Dc	ROMAGNA	Sassuolo	1
2312	Dc	HRISTOV	Spezia	1
2793	Dc	OPOKU	Udinese	1
5484	Dc	SVOBODA	Venezia	1
5524	Dc	SERPE	Genoa	1
4919	C;T	BALDURSSON	Bologna	1
2286	C;T	CROCIATA	Empoli	1
4465	C;T	FAGIOLI	Juventus	1
4921	C	ASKILDSEN	Sampdoria	1
4995	C	SEGRE	Torino	1
4953	C	PALUMBO	Udinese	1
4936	A	MANZARI	Sassuolo	1
5378	A	ODDEI	Sassuolo	1
5477	A	WARMING	Torino	1
5500	A	CANCELLIERI	Verona	1
